t,x,y,z,q0,q1,q2,q3
27.929,67.91746,27.79131,0,0,0,0.81617,0.57781
28.029,67.69685,28.40518,0,0,0,0.81625,0.5777
28.129,67.47341,29.0311,0,0,0,0.82039,0.5718
28.229,67.25223,29.67694,0,0,0,0.81035,0.58595
28.329,67.02803,30.32812,0,0,0,0.81194,0.58374
28.429,66.80365,30.98877,0,0,0,0.80892,0.58792
28.529,66.60522,31.66932,0,0,0,0.79405,0.60785
28.629,66.41536,32.47866,0,0,0,0.77078,0.6371
28.729,66.28049,33.19584,0,0,0,0.76294,0.64647
28.829,66.18327,33.83126,0,0,0,0.75804,0.6522
28.929,66.06743,34.697,0,0,0,0.7482,0.66347
29.029,65.9736,35.47583,0,0,0,0.74588,0.66608
29.129,65.88215,36.26952,0,0,0,0.74845,0.66319
29.229,65.78981,36.97682,0,0,0,0.74709,0.66472
29.329,65.68202,37.80076,0,0,0,0.75739,0.65297
29.429,65.54589,38.73014,0,0,0,0.75763,0.65269
29.529,65.43454,39.48015,0,0,0,0.7578,0.65248
29.629,65.30542,40.33585,0,0,0,0.76215,0.6474
29.729,65.14984,41.20051,0,0,0,0.77417,0.63298
29.829,64.97113,42.07445,0,0,0,0.77565,0.63116
29.929,64.76978,43.05151,0,0,0,0.77998,0.62581
30.029,64.57211,43.95443,0,0,0,0.7843,0.62039
30.129,64.37148,44.77567,0,0,0,0.78509,0.61938
30.229,64.13349,45.69836,0,0,0,0.7941,0.60779
30.329,63.88132,46.63464,0,0,0,0.79225,0.6102
30.429,63.61475,47.58187,0,0,0,0.80595,0.59198
30.529,63.31638,48.53591,0,0,0,0.8083,0.58877
30.629,63.00555,49.49988,0,0,0,0.80726,0.59019
30.729,62.66977,50.47843,0,0,0,0.81827,0.57484
30.829,62.29114,51.45778,0,0,0,0.83446,0.55107
30.929,61.82252,52.54607,0,0,0,0.8438,0.53666
31.029,61.35644,53.51144,0,0,0,0.84923,0.52802
31.129,60.90103,54.38246,0,0,0,0.86229,0.50641
31.229,60.34562,55.32341,0,0,0,0.8757,0.48286
31.329,59.7467,56.2227,0,0,0,0.88676,0.46224
31.429,59.11733,57.071,0,0,0,0.90307,0.42948
31.529,58.37764,57.93619,0,0,0,0.91393,0.40586
31.629,57.67844,58.65983,0,0,0,0.92897,0.37015
31.729,57.03193,59.24509,0,0,0,0.95202,0.30604
31.829,56.35895,59.62429,0,0,0,0.98182,0.18984
31.929,55.59267,59.92201,0,0,0,0.98806,0.15406
32.029,54.93982,60.09873,0,0,0,0.99368,0.11229
32.129,54.19958,60.23412,0,0,0,0.99978,0.021
32.229,53.4183,60.21344,0,0,0,-0.99711,0.07598
32.329,52.7586,60.074,0,0,0,-0.98748,0.15773
32.429,52.17657,59.83316,0,0,0,-0.96966,0.24444
32.529,51.68191,59.51355,0,0,0,-0.94208,0.33539
32.629,51.23969,59.10044,0,0,0,-0.91065,0.41318
32.729,50.8654,58.63484,0,0,0,-0.88466,0.46623
32.829,50.52541,58.10324,0,0,0,-0.86177,0.5073
32.929,50.24901,57.58448,0,0,0,-0.84805,0.52991
33.029,50.01763,57.08192,0,0,0,-0.84482,0.53505
33.129,49.76863,56.54303,0,0,0,-0.8415,0.54025
33.229,49.51753,56.00313,0,0,0,-0.85136,0.52459
33.329,49.2307,55.4434,0,0,0,-0.8576,0.51432
33.429,48.93127,54.91663,0,0,0,-0.87496,0.4842
33.529,48.70718,54.57111,0,0,0,-0.88743,0.46095
33.629,48.20656,53.9306,0,0,0,-0.91025,0.41406
